timestamp,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,cloud_spend_index,enterprise_demand_index,new_service_launch,hour,day,day_of_week,month,week_of_year,lag_1_usage,lag_7_usage,lag_14_usage,rolling_mean_3,rolling_mean_7,rolling_std_7,demand_spike,region_India-South,region_US-East,region_US-West
2023-01-03 17:38:44,1,11125.88,10000,5340.42,99.62,118.01,1.15,0,17,3,1,1,1,8202.83,9157.57,10725.72,9657.186666666666,9053.43857142857,1631.8735204403206,0,False,False,True
2023-01-03 18:37:34,0,8919.51,8000,1627.71,99.77,91.15,0.86,1,18,3,1,1,1,11125.88,6073.06,6679.26,9416.073333333334,9460.074285714285,996.316492935472,0,True,False,False
2023-01-03 20:33:11,0,6713.14,8000,2148.21,99.43,107.03,0.83,1,20,3,1,1,1,8919.51,10241.22,6186.49,8919.51,8956.062857142857,1360.9522417987866,0,True,False,False
2023-01-03 21:37:35,1,7014.335,10000,6615.91,99.5,128.27,1.23,0,21,3,1,1,1,6713.14,9443.15,8703.92,7548.995,8609.089285714286,1516.7654509031945,0,False,True,False
2023-01-03 22:45:48,1,7315.53,10000,3511.45,99.44,90.35,0.84,1,22,3,1,1,1,7014.335,8645.08,7378.99,7014.335,8419.153571428571,1592.845245859105,0,False,False,False
2023-01-04 01:26:47,1,11687.24,10000,5609.88,99.5,125.56,1.07,0,1,4,2,1,1,7315.53,9642.85,7866.44,8672.368333333334,8711.209285714285,1992.0180737601015,0,False,False,True
2023-01-04 04:54:58,0,8496.68,8000,2718.94,99.38,126.86,1.07,0,4,4,2,1,1,11687.24,8202.83,13689.25,9166.483333333332,8753.187857142857,1982.5931651162014,0,False,False,True
2023-01-04 07:43:45,0,11536.25,8000,3691.6,99.35,120.37,1.27,1,7,4,2,1,1,8496.68,11125.88,9157.57,10573.39,8811.812142857143,2068.645417831552,0,False,False,True
2023-01-04 08:24:45,0,6963.62,8000,2228.36,99.33,115.33,0.86,0,8,4,2,1,1,11536.25,8919.51,6073.06,8998.85,8532.399285714286,2180.7291496049907,0,False,False,False
2023-01-04 09:25:14,1,9463.98,10000,4542.71,99.41,94.16,1.11,0,9,4,2,1,1,6963.62,6713.14,10241.22,9321.283333333333,8925.376428571428,2041.6740997906481,0,False,True,False
2023-01-04 12:30:51,0,6653.41,8000,2129.09,99.31,125.34,0.76,0,12,4,2,1,1,9463.98,7014.335,9443.15,7693.669999999999,8873.815714285714,2101.655749584576,0,False,False,False
2023-01-04 15:50:10,0,9604.1,8000,3073.31,99.83,118.63,1.16,0,15,4,2,1,1,6653.41,7315.53,8645.08,8573.83,9200.754285714285,1994.0988065945742,0,True,False,False
2023-01-04 16:21:43,0,6556.04,8000,2097.93,99.59,112.39,0.96,0,16,4,2,1,1,9604.1,11687.24,9642.85,7604.516666666666,8467.725714285714,1866.7782649425474,0,False,True,False
2023-01-04 19:23:50,1,8232.96,10000,3951.82,99.5,113.7,0.86,0,19,4,2,1,1,6556.04,8496.68,8202.83,8131.033333333333,8430.051428571427,1868.7566129241181,0,False,True,False
2023-01-04 20:09:39,1,8524.09,10000,4091.57,99.37,107.79,0.95,0,20,4,2,1,1,8232.96,11536.25,11125.88,7771.029999999999,7999.742857142856,1292.137962921844,0,False,False,False
2023-01-04 21:57:20,1,9115.04,10000,4375.22,99.83,91.1,1.24,0,21,4,2,1,1,8524.09,6963.62,8919.51,8624.029999999999,8307.08857142857,1260.0813807373536,0,False,False,False
2023-01-04 23:51:25,0,5235.57,8000,1675.38,99.88,112.41,0.76,0,23,4,2,1,1,9115.04,9463.98,6713.14,7624.899999999999,7703.030000000001,1584.7424485595984,0,False,False,False
2023-01-05 00:49:00,1,9772.24,10000,4397.508,99.89,125.49,0.76,1,0,5,3,1,1,5235.57,6653.41,7014.335,8040.95,8148.577142857143,1676.2454998071773,0,False,False,False
2023-01-05 03:08:15,0,11211.64,8000,3587.73,99.5,115.56,1.27,1,3,5,3,1,1,9772.24,9604.1,7315.53,8739.816666666666,8378.225714285714,1989.6998043411577,0,True,False,False
2023-01-05 04:14:19,1,12858.83,10000,6172.24,99.49,115.32,1.27,0,4,5,3,1,1,11211.64,6556.04,11687.24,11280.903333333334,9278.624285714284,2409.4903591206253,1,True,False,False
2023-01-05 05:06:35,0,7721.58,8000,2470.91,99.85,110.49,0.99,0,5,5,3,1,1,12858.83,8232.96,8496.68,10597.35,9205.57,2453.8227779256326,0,True,False,False
2023-01-05 06:52:20,1,8542.77,10000,4100.53,99.69,100.83,0.94,0,6,5,3,1,1,7721.58,8524.09,11536.25,9707.726666666666,9208.238571428572,2452.9681460591682,0,False,True,False
2023-01-05 07:32:14,1,8085.99,10000,3881.28,99.33,102.55,0.87,0,7,5,3,1,1,8542.77,9115.04,6963.62,8116.779999999999,9061.23142857143,2490.0399774396437,0,False,True,False
2023-01-05 08:20:33,1,8346.2,10000,5481.65,99.63,97.0,1.28,0,8,5,3,1,1,8085.99,5235.57,9463.98,8324.986666666666,9505.607142857143,1901.5384422945042,0,False,False,False
2023-01-05 10:08:05,0,8606.41,8000,3872.8845,99.37,97.83,1.24,0,10,5,3,1,1,8346.2,9772.24,6653.41,8346.199999999999,9339.06,1925.2007449787325,0,True,False,False
2023-01-05 11:43:27,1,12383.7,10000,5944.17,99.55,104.3,1.19,1,11,5,3,1,1,8606.41,11211.64,9604.1,9778.769999999999,9506.497142857143,2152.7276475184867,1,False,True,False
2023-01-05 12:32:16,0,6988.05,8000,2236.18,99.52,91.9,1.09,0,12,5,3,1,1,12383.7,12858.83,6556.04,9326.053333333333,8667.814285714285,1731.3836388166271,0,True,False,False
2023-01-05 14:46:09,0,5019.07,8000,1606.1,99.37,95.81,0.86,0,14,5,3,1,1,6988.05,7721.58,8232.96,8130.2733333333335,8281.74142857143,2212.1160913811955,0,False,False,False
2023-01-05 15:15:24,0,6286.58,8000,2011.7,99.79,90.12,0.96,0,15,5,3,1,1,5019.07,8542.77,8524.09,6097.899999999999,7959.428571428572,2329.022676871342,0,False,False,True
2023-01-05 22:51:02,0,8895.38,8000,2846.52,99.52,129.73,1.01,0,22,5,3,1,1,6286.58,8085.99,9115.04,6733.676666666666,8075.055714285714,2356.2851979536,0,False,False,True
2023-01-05 23:51:01,1,8121.53,10000,3898.33,99.87,108.57,0.76,1,23,5,3,1,1,8895.38,8346.2,5235.57,7767.829999999999,8042.96,2353.5048082947833,0,True,False,False
2023-01-06 01:36:53,1,10153.42,10000,4873.64,99.84,111.78,1.1,0,1,6,4,1,1,8121.53,8606.41,9772.24,9056.776666666667,8263.961428571429,2484.236414711964,0,False,False,True
2023-01-06 02:02:33,1,8480.19,10000,4070.49,99.31,109.84,0.88,0,2,6,4,1,1,10153.42,12383.7,11211.64,8918.38,7706.317142857143,1728.5023497015577,0,False,True,False
2023-01-06 09:05:37,0,7040.45,8000,2252.94,99.41,106.48,1.08,0,9,6,4,1,1,8480.19,6988.05,12858.83,8558.02,7713.802857142858,1724.9831569005166,0,False,False,True
2023-01-06 11:25:50,0,7564.27,8000,2420.56,99.76,124.12,0.99,0,11,6,4,1,1,7040.45,5019.07,7721.58,7694.97,8077.402857142857,1270.743977200157,0,False,False,False
2023-01-06 12:27:44,0,7438.27,8000,2380.25,99.37,119.64,0.88,0,12,6,4,1,1,7564.27,6286.58,8542.77,7347.663333333334,8241.93,1056.779823473176,0,True,False,False
2023-01-06 15:26:43,1,9395.75,10000,4509.96,99.62,120.1,0.88,0,15,6,4,1,1,7438.27,8895.38,8085.99,8132.763333333333,8313.41142857143,1123.1828360575507,0,False,False,False
2023-01-06 23:32:38,0,8893.53,8000,2845.93,99.96,123.5,1.04,0,23,6,4,1,1,9395.75,8121.53,8346.2,8575.85,8423.697142857143,1138.9919960314937,0,False,False,False
2023-01-07 00:07:18,1,11954.28,10000,5738.06,99.69,129.42,1.07,0,0,7,5,1,1,8893.53,10153.42,8606.41,10081.186666666666,8680.962857142858,1673.000857568162,0,False,False,True
2023-01-07 05:34:47,0,7198.42,8000,2303.49,99.97,92.16,1.27,0,5,7,5,1,1,11954.28,8480.19,12383.7,9348.743333333334,8497.852857142858,1766.1875086818518,0,False,False,False
2023-01-07 07:51:26,1,12907.92,10000,6195.8,99.96,129.39,1.16,0,7,7,5,1,1,7198.42,7040.45,6988.05,10686.873333333335,9336.062857142857,2277.535472930583,1,False,False,True
2023-01-07 12:30:03,0,9481.68,8000,3034.14,99.35,119.21,1.26,0,12,7,5,1,1,12907.92,7564.27,5019.07,9862.673333333334,9609.978571428572,2140.083825331992,0,False,False,True
2023-01-07 13:16:36,1,11601.56,10000,5568.75,99.47,126.83,1.04,0,13,7,5,1,1,9481.68,7438.27,6286.58,11330.386666666665,10204.734285714285,2010.5426558672903,0,True,False,False
2023-01-07 20:16:08,0,8554.79,8000,2737.53,99.75,111.22,1.02,1,20,7,5,1,1,11601.56,9395.75,8895.38,9879.343333333332,10084.597142857141,2090.475251633099,0,False,False,False
2023-01-07 23:30:19,1,12677.32,10000,6085.11,99.82,108.64,1.28,0,23,7,5,1,1,8554.79,8893.53,8121.53,10944.556666666665,10625.138571428572,2216.558755115899,1,True,False,False
2023-01-08 00:44:40,0,8518.74,8000,2726.0,99.74,113.81,1.13,0,0,8,6,1,1,12677.32,11954.28,10153.42,9916.95,10134.347142857141,2253.2554489502077,0,True,False,False
2023-01-08 01:58:37,1,12318.57,10000,5912.91,99.51,108.87,1.27,0,1,8,6,1,1,8518.74,7198.42,8480.19,11171.543333333333,10865.797142857144,1952.3058287293177,1,True,False,False
2023-01-08 02:28:37,0,5391.95,8000,1725.42,99.34,116.62,0.76,0,2,8,6,1,1,12318.57,12907.92,7040.45,8743.086666666666,9792.087142857143,2601.017522827775,0,True,False,False
2023-01-08 03:05:42,1,12269.16,10000,5889.19,99.33,124.39,1.13,0,3,8,6,1,1,5391.95,9481.68,7564.27,9993.226666666667,10190.298571428571,2754.4292777478017,1,False,True,False
2023-01-08 04:49:28,0,11249.11,8000,3599.71,99.61,127.04,1.35,0,4,8,6,1,1,12269.16,11601.56,7438.27,9636.74,10139.948571428571,2727.421274167404,0,True,False,False
2023-01-08 05:10:20,1,9103.45,10000,4369.66,99.82,113.3,0.79,1,5,8,6,1,1,11249.11,8554.79,9395.75,10873.906666666668,10218.328571428572,2681.7767264099894,0,False,True,False
2023-01-08 08:48:26,0,6906.73,8000,2210.15,99.47,104.41,1.02,0,8,8,6,1,1,9103.45,12677.32,8893.53,9086.43,9393.95857142857,2686.8352956618464,0,True,False,False
2023-01-08 09:20:08,1,11066.07,10000,5311.72,99.51,106.66,1.16,0,9,8,6,1,1,6906.73,8518.74,11954.28,9025.416666666666,9757.862857142858,2720.8291693814845,0,False,False,False
2023-01-08 10:42:55,0,7215.89,8000,2309.08,99.48,118.43,0.95,0,10,8,6,1,1,11066.07,12318.57,7198.42,8396.23,9028.908571428572,2601.353900506609,0,False,False,True
2023-01-08 11:14:46,1,7266.99,10000,3488.16,99.4,107.49,0.77,0,11,8,6,1,1,7215.89,5391.95,12907.92,8516.316666666668,9296.771428571428,2235.2064977120754,0,False,True,False
2023-01-08 12:42:30,1,7259.34,10000,3484.48,99.76,102.81,0.86,0,12,8,6,1,1,7266.99,12269.16,9481.68,7247.406666666667,8581.082857142857,1902.0800286415767,0,False,True,False
2023-01-08 13:51:44,1,6521.89,10000,3130.51,99.82,96.27,0.82,0,13,8,6,1,1,7259.34,11249.11,11601.56,7016.073333333334,7905.765714285714,1614.3618086812426,0,False,False,True
2023-01-08 16:16:07,0,8621.92,8000,2759.01,99.55,122.91,0.97,0,16,8,6,1,1,6521.89,9103.45,8554.79,7467.716666666667,7836.975714285714,1564.3043800132289,0,False,True,False
2023-01-08 17:30:53,1,6600.07,10000,3168.03,99.35,93.66,0.78,0,17,8,6,1,1,8621.92,6906.73,12677.32,7247.959999999999,7793.167142857143,1598.615728296561,0,False,True,False
2023-01-08 20:41:32,0,8698.57,8000,2783.54,99.32,110.285,1.32,0,20,8,6,1,1,6600.07,11066.07,8518.74,7973.5199999999995,7454.952857142857,879.4479689501135,0,False,False,True
2023-01-09 04:59:17,0,8055.67,8000,2577.81,99.97,95.71,1.16,0,4,9,0,1,2,8698.57,7215.89,12318.57,7784.7699999999995,7574.921428571428,898.4741889898427,0,False,True,False
2023-01-09 06:11:06,0,5656.29,8000,1810.01,99.81,100.03,0.91,0,6,9,0,1,2,8055.67,7266.99,5391.95,7470.176666666666,7344.821428571428,1158.9677831074323,0,True,False,False
2023-01-09 07:33:40,1,9604.07,10000,4609.95,99.67,114.1,0.83,1,7,9,0,1,2,5656.29,7259.34,12269.16,7772.009999999999,7679.782857142856,1435.8934997730432,0,False,False,False
2023-01-09 16:57:01,1,10523.98,10000,5051.51,99.9,106.18,1.05,0,16,9,0,1,2,9604.07,6521.89,11249.11,8594.779999999999,8251.51,1674.8820303631337,0,False,True,False
2023-01-09 17:07:51,1,9702.86,10000,4657.37,99.33,96.67,1.2,0,17,9,0,1,2,10523.98,8621.92,9103.45,9943.636666666665,8405.93,1762.274732336968,0,False,False,False
2023-01-09 18:36:04,0,6585.95,8000,2107.5,99.35,107.11,0.82,0,18,9,0,1,2,9702.86,6600.07,6906.73,8937.596666666666,8403.912857142857,1764.692691478361,0,False,False,True
2023-01-09 19:18:29,0,8004.11,8000,2561.32,99.64,95.53,1.04,1,19,9,0,1,2,6585.95,8698.57,11066.07,8097.639999999999,8304.704285714286,1764.8873845268156,0,False,True,False
2023-01-09 20:14:30,1,10151.27,10000,4872.61,99.56,128.34,0.77,1,20,9,0,1,2,8004.11,8055.67,7215.89,8247.109999999999,8604.075714285715,1888.9763090261092,0,False,False,False
2023-01-09 22:46:11,0,4960.21,8000,1587.27,99.34,93.28,0.76,0,22,9,0,1,2,10151.27,5656.29,7266.99,7705.196666666666,8504.635714285714,2078.801237395061,0,False,True,False
2023-01-10 00:15:40,0,9207.37,8000,2946.36,99.97,116.16,1.15,0,0,10,1,1,2,4960.21,9604.07,7259.34,8106.283333333333,8447.964285714286,2049.0276425486727,0,True,False,False
2023-01-10 01:05:48,0,7189.9,8000,2300.77,99.73,123.95,0.85,0,1,10,1,1,2,9207.37,10523.98,6521.89,7119.16,7971.667142857143,1865.2952135673181,0,False,True,False
2023-01-10 02:08:12,1,7778.71,10000,3733.78,99.97,106.1,1.05,0,2,10,1,1,2,7189.9,9702.86,8621.92,8058.66,7696.788571428571,1702.3147745391543,0,False,False,False
2023-01-10 04:18:30,1,8101.07,10000,3888.52,99.89,90.13,0.85,1,4,10,1,1,2,7778.71,6585.95,6600.07,7689.8933333333325,7913.234285714286,1632.4211803724475,0,False,False,True
2023-01-10 05:59:04,0,7522.92,8000,2407.33,99.78,111.04,0.94,0,5,10,1,1,2,8101.07,8004.11,8698.57,7800.899999999999,7844.492857142858,1638.0782754467139,0,False,False,False
2023-01-10 06:14:08,0,9750.53,8000,3120.17,99.93,102.33,1.34,0,6,10,1,1,2,7522.92,10151.27,8055.67,8458.173333333334,7787.244285714286,1548.580943400089,0,False,False,False
2023-01-10 07:37:16,0,8982.62,8000,2874.44,99.72,103.54,1.11,1,7,10,1,1,2,9750.53,4960.21,5656.29,8752.023333333333,8361.874285714286,958.6466517067539,0,False,False,False
2023-01-10 11:12:13,0,9919.11,8000,3174.11,99.88,118.64,1.14,0,11,10,1,1,2,8982.62,9207.37,9604.07,9550.753333333334,8463.551428571429,1091.7701829510415,0,False,True,False
2023-01-10 12:39:44,1,10374.05,10000,4979.55,99.83,105.21,1.16,0,12,10,1,1,2,9919.11,7189.9,10523.98,9758.593333333332,8918.43,1135.134942125088,0,False,False,True
2023-01-10 13:06:36,1,10149.34,10000,4871.68,99.68,120.34,0.84,1,13,10,1,1,2,10374.05,7778.71,9702.86,10147.5,9257.09142857143,1091.2168153248047,0,False,False,True
2023-01-10 14:23:15,0,5838.88,8000,1868.44,99.83,94.08,0.93,0,14,10,1,1,2,10149.34,8101.07,6585.95,8787.423333333332,8933.92142857143,1671.3884803303347,0,False,False,False
2023-01-10 15:20:38,1,15681.02,10000,7526.89,99.68,116.85,1.33,1,15,10,1,1,2,5838.88,7522.92,8004.11,10556.413333333332,10099.364285714286,2909.348479223808,1,True,False,False
2023-01-10 17:30:13,0,10502.8,8000,3360.9,99.52,123.52,1.33,0,17,10,1,1,2,15681.02,9750.53,10151.27,10674.233333333332,10206.83142857143,2908.209132509948,0,True,False,False
2023-01-10 21:19:51,1,9135.35,10000,4384.97,99.56,95.86,1.04,0,21,10,1,1,2,10502.8,8982.62,4960.21,11773.056666666665,10228.65,2898.049017011269,0,False,False,True
2023-01-10 23:58:41,0,7570.01,8000,2422.4,99.62,108.18,0.88,1,23,10,1,1,2,9135.35,9919.11,9207.37,9069.386666666665,9893.064285714285,3070.7316138712863,0,False,False,False
2023-01-11 02:11:25,1,10298.66,10000,4943.36,99.69,114.11,0.88,1,2,11,2,1,2,7570.01,10374.05,7189.9,9001.339999999998,9882.294285714286,3068.8951470730563,0,False,True,False
2023-01-11 03:41:14,0,7818.37,8000,2501.88,99.69,93.63,1.16,1,3,11,2,1,2,10298.66,10149.34,7778.71,8562.346666666666,9549.298571428571,3160.194391855392,0,True,False,False
2023-01-11 05:20:36,1,8748.9,10000,4199.47,99.86,101.43,0.86,1,5,11,2,1,2,7818.37,5838.88,8101.07,8955.31,9965.015714285715,2756.3459586855,0,True,False,False
2023-01-11 06:34:18,1,13618.51,10000,6536.88,99.55,108.62,1.35,0,6,11,2,1,2,8748.9,15681.02,7522.92,10061.926666666666,9670.371428571427,2067.69867967126,1,True,False,False
2023-01-11 07:37:13,1,8671.91,10000,4162.51,99.87,95.8,0.98,0,7,11,2,1,2,13618.51,10502.8,9750.53,10346.44,9408.815714285714,2060.6380539196816,0,True,False,False
2023-01-11 08:16:09,1,12882.1,10000,6183.41,99.94,121.17,1.13,0,8,11,2,1,2,8671.91,9135.35,8982.62,11724.173333333332,9944.065714285714,2431.078204918253,1,False,True,False
2023-01-11 11:07:23,0,4818.11,8000,1541.8,99.38,92.64,0.86,0,11,11,2,1,2,12882.1,7570.01,9919.11,8790.706666666665,9550.937142857143,3028.1534077482156,0,True,False,False
2023-01-11 12:14:00,1,11570.09,10000,5553.64,99.83,115.42,1.18,0,12,11,2,1,2,4818.11,10298.66,10374.05,9756.766666666666,9732.569999999998,3117.296737319049,0,False,True,False
2023-01-11 14:10:41,0,8780.17,8000,2809.65,99.7,93.41,1.27,0,14,11,2,1,2,11570.09,7818.37,10149.34,8389.456666666665,9869.970000000001,3039.07843737209,0,False,False,False
2023-01-11 17:22:53,1,11978.82,10000,5749.83,99.89,119.28,1.0,1,17,11,2,1,2,8780.17,8748.9,5838.88,10776.359999999999,10331.387142857144,3085.344292256072,0,False,False,False
2023-01-11 19:44:14,0,7119.16,8000,2278.13,99.8,109.71,0.98,0,19,11,2,1,2,11978.82,13618.51,15681.02,9292.716666666665,9402.908571428572,2903.8714315744546,0,False,False,True
2023-01-11 21:49:02,1,12375.29,10000,5940.14,99.45,104.28,1.05,0,21,11,2,1,2,7119.16,8671.91,10502.8,10491.089999999998,9931.962857142858,3080.4820816322117,1,False,False,True
2023-01-11 23:38:05,0,6200.07,8000,1984.02,99.3,122.99,0.8,0,23,11,2,1,2,12375.29,12882.1,9135.35,8564.839999999998,8977.387142857142,3049.082668250207,0,False,False,False
2023-01-12 01:41:03,0,9837.21,8000,3147.91,99.38,111.87,1.2,0,1,12,3,1,2,6200.07,4818.11,7570.01,9470.856666666665,9694.401428571427,2436.60875330467,0,False,False,False
2023-01-12 03:19:13,0,8604.85,8000,2753.55,99.59,114.81,1.15,0,3,12,3,1,2,9837.21,11570.09,10298.66,8214.043333333333,9270.795714285714,2310.670732001546,0,False,True,False
2023-01-12 09:22:33,0,9923.04,8000,3175.37,99.63,117.72,1.27,0,9,12,3,1,2,8604.85,8780.17,7818.37,9455.033333333333,9434.062857142857,2310.6027816547057,0,False,False,False
2023-01-12 10:45:33,1,13106.12,10000,5897.754000000001,99.43,120.12,1.19,0,10,12,3,1,2,9923.04,11978.82,8748.9,10544.67,9595.105714285715,2544.929023862006,1,False,False,True
2023-01-12 15:02:22,0,7092.04,8000,3191.418,99.36,90.35,1.18,0,15,12,3,1,2,13106.12,7119.16,13618.51,10040.4,9591.231428571427,2549.3433186569714,0,False,True,False
2023-01-12 16:58:12,1,12044.45,10000,5781.34,99.48,125.34,1.05,0,16,12,3,1,2,7092.04,12375.29,8671.91,10747.536666666665,9543.968571428572,2491.538043213657,1,False,False,False
2023-01-12 20:27:14,1,14185.78,10000,6809.17,99.41,112.82,1.23,1,20,12,3,1,2,12044.45,6200.07,12882.1,11107.423333333332,10684.784285714286,2533.1503162850818,1,False,True,False
2023-01-12 22:12:28,1,7385.07,10000,3544.83,99.89,95.32,0.85,0,22,12,3,1,2,14185.78,9837.21,4818.11,11205.099999999999,10334.478571428572,2822.8778664300958,0,False,True,False
2023-01-13 00:48:50,0,8118.88,8000,2598.04,99.5,97.54,1.18,0,0,13,4,1,2,7385.07,8604.85,11570.09,9896.576666666666,10265.054285714286,2877.9437279410477,0,False,True,False
2023-01-13 02:25:38,1,8687.54,10000,4170.02,99.99,119.23,0.8,0,2,13,4,1,2,8118.88,9923.04,8780.17,8063.829999999999,10088.554285714286,2939.6392184294577,0,False,True,False
2023-01-13 03:11:12,1,11368.28,10000,5456.77,99.31,106.36,1.17,0,3,13,4,1,2,8687.54,13106.12,11978.82,9391.566666666666,9840.291428571427,2706.456057506619,0,True,False,False
2023-01-13 04:15:27,1,9409.73,10000,4516.67,99.67,111.91,0.95,0,4,13,4,1,2,11368.28,7092.04,7119.16,9821.849999999999,10171.39,2443.172109110063,0,False,False,True
2023-01-13 05:34:49,0,9127.07,8000,2920.66,99.9,108.37,1.16,0,5,13,4,1,2,9409.73,12044.45,12375.29,9968.359999999999,9754.621428571429,2315.920189049615,0,True,False,False
2023-01-13 07:48:19,0,8671.265,8000,3189.05,99.54,128.95,1.05,0,7,13,4,1,2,9127.07,14185.78,6200.07,9069.354999999998,8966.833571428571,1250.009656191749,0,False,False,True
2023-01-13 08:27:18,0,8215.46,8000,2628.95,99.96,114.93,1.08,0,8,13,4,1,2,8671.265,7385.07,9837.21,8671.264999999998,9085.460714285715,1105.985555829535,0,False,False,True
2023-01-13 09:43:43,0,9986.34,8000,3195.63,99.8,124.64,0.99,1,9,13,4,1,2,8215.46,8118.88,8604.85,8957.68833333333,9352.240714285714,1058.168900319586,0,True,False,False
2023-01-13 12:01:41,1,8613.89,10000,4134.67,99.7,104.95,0.87,0,12,13,4,1,2,9986.34,8687.54,9923.04,8938.563333333332,9341.719285714285,1066.2151412137994,0,False,True,False
2023-01-13 15:40:36,0,6099.56,8000,1951.86,99.66,91.38,0.92,0,15,13,4,1,2,8613.89,11368.28,13106.12,8233.263333333332,8589.045,1242.3034255466723,0,False,False,True
